tanggal,Beras Kualitas Bawah I,Beras Kualitas Bawah II,Beras Kualitas Medium I,Beras Kualitas Medium II,Beras Kualitas Super I,Beras Kualitas Super II,Bawang Merah Ukuran Sedang,Cabai Rawit Hijau,Cabai Rawit Merah
2024-02-06,14.000,13.150,15.750,15.150,16.500,15.900,32.500,43.750,36.250
2024-02-07,14.000,13.150,15.750,15.150,16.500,15.900,32.500,43.750,37.500
2024-02-08,14.000,13.150,15.750,15.150,16.500,15.900,32.500,43.750,37.500
2024-02-09,14.000,13.150,15.750,15.150,16.500,15.900,32.500,43.750,37.500
2024-02-10,,,,,,,,,
2024-02-11,,,,,,,,,
2024-02-12,14.250,13.400,16.000,15.400,16.900,16.400,33.000,45.000,47.500
2024-02-13,14.250,13.400,16.000,15.400,16.900,16.400,33.000,45.000,47.500
2024-02-14,14.250,13.400,16.000,15.400,16.900,16.400,33.000,45.000,47.500
2024-02-15,14.250,13.400,16.000,15.400,16.900,16.400,33.000,45.000,52.500
2024-02-16,14.250,13.400,16.000,15.400,16.900,16.400,33.000,45.000,53.750
2024-02-17,,,,,,,,,
2024-02-18,,,,,,,,,
2024-02-19,14.250,13.400,16.000,15.400,16.900,16.400,33.250,47.500,63.750
2024-02-20,14.250,13.400,16.000,15.400,16.900,16.400,33.250,47.500,66.250
2024-02-21,14.250,13.400,16.000,15.400,16.900,16.400,33.250,47.500,76.250
2024-02-22,14.250,13.400,16.000,15.400,16.900,16.400,33.250,47.500,77.500
2024-02-23,14.250,13.400,16.000,15.400,16.900,16.400,33.250,47.500,77.500
2024-02-24,,,,,,,,,
2024-02-25,,,,,,,,,
2024-02-26,14.250,13.400,16.000,15.400,16.900,16.400,33.250,43.750,75.750
2024-02-27,14.250,13.400,16.000,15.400,16.900,16.400,33.250,43.750,75.750
2024-02-28,14.250,13.400,16.000,15.400,16.900,16.400,33.250,43.750,74.500
2024-02-29,14.250,13.400,16.000,15.400,16.900,16.400,33.250,43.750,74.500
2024-03-01,14.250,13.400,16.000,15.400,16.900,16.400,33.250,42.500,68.750
2024-03-02,,,,,,,,,
2024-03-03,,,,,,,,,
2024-03-04,14.250,13.400,16.000,15.400,16.900,16.400,34.500,42.500,61.250
2024-03-05,14.250,13.400,16.000,15.400,16.900,16.400,34.500,41.250,61.250
2024-03-06,14.250,13.400,16.000,15.400,16.900,16.400,34.500,41.250,61.250
2024-03-07,14.250,13.400,16.000,15.400,16.900,16.400,34.500,41.250,61.250
2024-03-08,14.250,13.400,16.000,15.400,16.900,16.400,34.500,41.250,61.250
2024-03-09,,,,,,,,,
2024-03-10,,,,,,,,,
2024-03-11,14.250,13.400,16.000,15.400,16.900,16.400,34.500,41.250,61.250
2024-03-12,14.250,13.400,16.000,15.400,16.900,16.400,34.500,41.250,61.250
2024-03-13,14.250,13.400,16.000,15.400,16.900,16.400,34.500,41.250,63.750
2024-03-14,14.250,13.400,16.000,15.400,16.900,16.400,34.500,41.250,62.500
2024-03-15,14.250,13.400,16.000,15.400,16.900,16.400,34.500,41.250,62.500
2024-03-16,,,,,,,,,
2024-03-17,,,,,,,,,
2024-03-18,14.000,13.150,15.750,15.150,16.650,16.150,34.500,46.250,50.000
2024-03-19,14.000,13.150,15.750,15.150,16.650,16.150,34.500,46.250,47.500
2024-03-20,14.000,13.150,15.750,15.150,16.650,16.150,34.500,42.500,45.000
2024-03-21,14.000,13.150,15.750,15.150,16.650,16.150,34.500,42.500,45.000
2024-03-22,14.000,13.150,15.750,15.150,16.650,16.150,34.500,41.250,38.750
2024-03-23,,,,,,,,,
2024-03-24,,,,,,,,,
2024-03-25,14.000,13.150,15.750,15.150,16.650,16.150,34.500,41.250,36.250
2024-03-26,14.000,13.150,15.750,15.150,16.650,16.150,34.500,42.500,35.000
2024-03-27,14.000,13.150,15.750,15.150,16.650,16.150,34.500,42.500,35.000
2024-03-28,14.000,13.150,15.750,15.150,16.650,16.150,34.500,42.500,35.000
2024-03-29,14.000,13.150,15.750,15.150,16.650,16.150,34.500,42.500,35.000
2024-03-30,,,,,,,,,
2024-03-31,,,,,,,,,
2024-04-01,14.000,13.150,15.750,15.150,16.650,16.150,36.000,40.000,36.250
2024-04-02,14.000,13.150,15.750,15.150,16.650,16.150,36.000,41.250,37.500
2024-04-03,14.000,13.150,15.750,15.150,16.650,16.150,36.000,41.250,37.500
2024-04-04,14.000,13.150,15.750,15.150,16.650,16.150,36.000,42.500,37.500
2024-04-05,14.000,13.150,15.750,15.150,16.650,16.150,36.000,42.500,37.500
2024-04-06,,,,,,,,,
2024-04-07,,,,,,,,,
2024-04-08,14.000,13.150,15.750,15.150,16.650,16.150,36.000,42.500,37.500
2024-04-09,14.000,13.150,15.750,15.150,16.650,16.150,36.000,42.500,37.500
2024-04-10,14.000,13.150,15.750,15.150,16.650,16.150,36.000,42.500,37.500
2024-04-11,14.000,13.150,15.750,15.150,16.650,16.150,36.000,42.500,37.500
2024-04-12,14.000,13.150,15.750,15.150,16.650,16.150,36.000,42.500,37.500
2024-04-13,,,,,,,,,
2024-04-14,,,,,,,,,
2024-04-15,14.000,13.150,15.750,15.150,16.650,16.150,36.000,42.500,37.500
2024-04-16,14.000,13.150,15.750,15.150,16.650,16.150,46.000,41.250,36.250
2024-04-17,14.000,13.150,15.750,15.150,16.650,16.150,57.500,38.750,33.000
2024-04-18,14.000,13.150,15.750,15.150,16.650,16.150,57.500,38.750,33.000
2024-04-19,14.000,13.150,15.750,15.150,16.650,16.150,57.500,37.500,32.500
2024-04-20,,,,,,,,,
2024-04-21,,,,,,,,,
2024-04-22,14.000,13.150,15.750,15.150,16.650,16.150,57.500,37.500,33.750
2024-04-23,14.000,13.150,15.750,15.150,16.650,16.150,57.500,37.500,36.250
2024-04-24,14.000,13.150,15.750,15.150,16.650,16.150,57.500,37.500,36.250
2024-04-25,14.000,13.150,15.750,15.150,16.650,16.150,57.500,36.250,35.000
2024-04-26,14.000,13.150,15.750,15.150,16.650,16.150,57.500,36.250,35.000
2024-04-27,,,,,,,,,
2024-04-28,,,,,,,,,
2024-04-29,14.000,13.150,15.750,15.150,16.650,16.150,53.750,37.500,35.000
2024-04-30,14.000,13.150,15.750,15.150,16.650,16.150,53.750,37.500,40.000
2024-05-01,14.000,13.150,15.750,15.150,16.650,16.150,53.750,37.500,40.000
2024-05-02,14.000,13.150,15.750,15.150,16.650,16.150,53.750,35.000,32.500
2024-05-03,14.000,13.150,15.750,15.150,16.650,16.150,53.750,35.000,32.500
2024-05-04,,,,,,,,,
2024-05-05,,,,,,,,,
2024-05-06,14.000,13.150,15.750,15.150,16.650,16.150,48.750,35.000,30.000
2024-05-07,14.000,13.150,15.750,15.150,16.650,16.150,48.750,35.000,30.000
2024-05-08,14.000,13.150,15.750,15.150,16.650,16.150,48.750,35.000,31.250
2024-05-09,14.000,13.150,15.750,15.150,16.650,16.150,48.750,35.000,31.250
2024-05-10,14.000,13.150,15.750,15.150,16.650,16.150,46.250,35.000,28.750
2024-05-11,,,,,,,,,
2024-05-12,,,,,,,,,
2024-05-13,14.000,13.150,15.750,15.150,16.650,16.150,46.250,37.500,27.500
2024-05-14,14.000,13.150,15.750,15.150,16.650,16.150,46.250,37.500,27.500
2024-05-15,14.000,13.150,15.750,15.150,16.650,16.150,46.250,38.750,30.000
2024-05-16,14.000,13.150,15.750,15.150,16.650,16.150,46.250,38.750,30.000
2024-05-17,14.000,13.150,15.750,15.150,16.650,16.150,46.250,38.750,30.000
2024-05-18,,,,,,,,,
2024-05-19,,,,,,,,,
2024-05-20,14.000,13.150,15.750,15.150,16.650,16.150,46.250,37.500,32.500
2024-05-21,14.000,13.150,15.750,15.150,16.650,16.150,46.250,42.500,33.750
2024-05-22,13.750,12.650,15.250,14.650,16.150,15.650,46.250,42.500,35.000
2024-05-23,13.750,12.650,15.250,14.650,16.150,15.650,46.250,42.500,35.000
2024-05-24,13.750,12.650,15.250,14.650,16.150,15.650,46.250,42.500,35.000
2024-05-25,,,,,,,,,
2024-05-26,,,,,,,,,
2024-05-27,13.250,12.250,14.750,14.000,16.150,15.250,46.250,40.000,32.500
2024-05-28,13.250,12.250,14.750,14.000,16.150,15.250,46.250,40.000,32.500
2024-05-29,13.250,12.250,14.750,14.000,16.150,15.250,46.250,42.500,33.750
2024-05-30,13.250,12.250,14.750,14.000,16.150,15.250,46.250,42.500,35.000
2024-05-31,13.250,12.250,14.750,14.000,16.150,15.250,46.250,42.500,35.000
2024-06-01,,,,,,,,,
2024-06-02,,,,,,,,,
2024-06-03,13.250,12.250,14.750,14.000,16.150,15.250,46.250,41.250,35.000
2024-06-04,13.250,12.250,14.750,14.000,16.150,15.250,46.250,41.250,35.000
2024-06-05,13.250,12.250,14.750,14.000,16.150,15.250,46.250,41.250,35.000
2024-06-06,13.250,12.250,14.750,14.000,16.150,15.250,46.250,41.250,35.000
2024-06-07,13.250,12.250,14.750,14.000,16.150,15.250,46.250,41.250,35.000
2024-06-08,,,,,,,,,
2024-06-09,,,,,,,,,
2024-06-10,13.150,12.250,14.750,14.000,16.150,15.250,46.250,41.250,37.500
2024-06-11,13.150,12.250,14.750,14.000,16.150,15.250,46.250,41.250,37.500
2024-06-12,13.150,12.250,14.750,14.000,16.150,15.250,43.750,43.750,37.500
2024-06-13,13.150,12.250,14.750,14.000,16.150,15.250,43.750,43.750,37.500
2024-06-14,13.150,12.250,14.750,14.000,16.150,15.250,43.750,43.750,37.500
2024-06-15,,,,,,,,,
2024-06-16,,,,,,,,,
2024-06-17,13.150,12.250,14.750,14.000,16.150,15.250,43.750,43.750,37.500
2024-06-18,13.150,12.250,14.750,14.000,16.150,15.250,43.750,43.750,37.500
2024-06-19,13.150,12.250,14.750,14.000,16.150,15.250,41.250,48.750,35.000
2024-06-20,13.150,12.250,14.750,14.000,16.150,15.250,41.250,52.500,31.250
2024-06-21,13.150,12.250,14.750,14.000,16.150,15.250,41.250,52.500,31.250
2024-06-22,,,,,,,,,
2024-06-23,,,,,,,,,
2024-06-24,13.150,12.250,14.750,14.000,16.150,15.250,39.500,52.500,30.000
2024-06-25,13.150,12.250,14.750,14.000,16.150,15.250,39.500,52.500,30.000
2024-06-26,13.150,12.250,14.750,14.000,16.150,15.250,39.500,52.500,30.000
2024-06-27,13.150,12.250,14.750,14.000,16.150,15.250,39.500,52.500,30.000
2024-06-28,13.150,12.250,14.750,14.000,16.150,15.250,39.500,51.250,30.000
2024-06-29,,,,,,,,,
2024-06-30,,,,,,,,,
2024-07-01,13.150,12.250,14.750,14.000,16.150,15.250,35.750,51.250,30.000
2024-07-02,13.150,12.250,14.750,14.000,16.150,15.250,35.750,51.250,32.500
2024-07-03,13.150,12.250,14.750,14.000,16.150,15.250,35.750,51.250,32.500
2024-07-04,13.150,12.250,14.750,14.000,16.150,15.250,35.750,48.750,32.500
2024-07-05,13.150,12.250,14.750,14.000,16.150,15.250,35.000,48.750,36.250
2024-07-06,,,,,,,,,
2024-07-07,,,,,,,,,
2024-07-08,13.150,12.250,14.750,14.000,16.150,15.250,35.000,47.500,38.750
2024-07-09,13.150,12.250,14.750,14.000,16.150,15.250,35.000,47.500,40.000
2024-07-10,13.150,12.250,14.750,14.000,16.150,15.250,35.000,47.500,40.000
2024-07-11,13.150,12.250,14.750,14.000,16.150,15.250,34.500,47.500,43.750
2024-07-12,13.150,12.250,14.750,14.000,16.150,15.250,34.500,47.500,46.250
2024-07-13,,,,,,,,,
2024-07-14,,,,,,,,,
2024-07-15,13.150,12.250,14.750,14.000,16.150,15.250,32.500,48.750,52.500
2024-07-16,13.150,12.250,14.750,14.000,16.150,15.250,31.250,51.250,53.750
2024-07-17,13.150,12.250,14.750,14.000,16.150,15.250,28.500,51.250,57.500
2024-07-18,13.150,12.250,14.750,14.000,16.150,15.250,28.500,51.250,58.750
2024-07-19,13.150,12.250,14.750,14.000,16.150,15.250,27.750,51.250,61.250
2024-07-20,,,,,,,,,
2024-07-21,,,,,,,,,
2024-07-22,13.150,12.250,14.750,14.000,16.150,15.250,25.250,53.750,66.250
2024-07-23,13.150,12.250,14.750,14.000,16.150,15.250,25.250,53.750,70.000
2024-07-24,13.150,12.250,14.750,14.000,16.150,15.250,25.250,53.750,72.500
2024-07-25,13.150,12.250,14.750,14.000,16.150,15.250,25.250,53.750,72.500
2024-07-26,13.150,12.250,14.750,14.000,16.150,15.250,25.250,51.250,66.250
2024-07-27,,,,,,,,,
2024-07-28,,,,,,,,,
2024-07-29,13.150,12.250,14.750,14.000,16.150,15.250,25.250,55.000,71.250
2024-07-30,13.150,12.250,14.750,14.000,16.150,15.250,25.250,55.000,71.250
2024-07-31,13.150,12.250,14.750,14.000,16.150,15.250,25.250,55.000,68.750
2024-08-01,13.150,12.250,14.750,14.000,16.150,15.250,25.250,55.000,68.750
2024-08-02,13.150,12.250,14.750,14.000,16.150,15.250,25.250,55.000,68.750
2024-08-03,,,,,,,,,
2024-08-04,,,,,,,,,
2024-08-05,13.150,12.250,14.750,14.000,16.150,15.250,25.250,51.250,65.000
2024-08-06,13.150,12.250,14.750,14.000,16.150,15.250,25.250,47.500,65.000
2024-08-07,13.150,12.250,14.750,14.000,16.150,15.250,25.250,47.500,65.000
2024-08-08,13.150,12.250,14.750,14.000,16.150,15.250,25.250,47.500,65.000
2024-08-09,13.150,12.250,14.750,14.000,16.150,15.250,25.250,42.500,61.250
2024-08-10,,,,,,,,,
2024-08-11,,,,,,,,,
2024-08-12,13.150,12.250,14.750,14.000,16.150,15.250,24.500,42.500,57.500
2024-08-13,13.150,12.250,14.750,14.000,16.150,15.250,24.500,42.500,57.500
2024-08-14,13.150,12.250,14.750,14.000,16.150,15.250,24.500,42.500,57.500
2024-08-15,13.150,12.250,14.750,14.000,16.150,15.250,24.500,40.000,56.250
2024-08-16,13.150,12.250,14.750,14.000,16.150,15.250,24.500,40.000,50.250
2024-08-17,,,,,,,,,
2024-08-18,,,,,,,,,
2024-08-19,13.150,12.250,14.750,14.000,16.150,15.250,24.500,40.000,51.250
2024-08-20,13.150,12.250,14.750,14.000,16.150,15.250,24.500,40.000,48.750
2024-08-21,13.150,12.250,14.750,14.000,16.150,15.250,24.500,40.000,45.000
2024-08-22,13.150,12.250,14.750,14.000,16.150,15.250,24.500,40.000,43.750
2024-08-23,13.150,12.250,14.750,14.000,16.150,15.250,24.500,40.000,41.250
2024-08-24,,,,,,,,,
2024-08-25,,,,,,,,,
2024-08-26,13.150,12.250,14.750,14.000,16.150,15.250,24.500,40.000,36.250
2024-08-27,13.150,12.250,14.750,14.000,16.150,15.250,24.500,40.000,36.250
2024-08-28,13.150,12.250,14.750,14.000,16.150,15.250,24.500,40.000,36.250
2024-08-29,13.150,12.250,14.750,14.000,16.150,15.250,24.500,37.500,33.750
2024-08-30,13.150,12.250,14.750,14.000,16.150,15.250,24.500,37.500,32.500
2024-08-31,,,,,,,,,
2024-09-01,,,,,,,,,
2024-09-02,13.150,12.250,14.750,14.000,16.150,15.250,24.500,36.250,30.000
2024-09-03,13.150,12.250,14.750,14.000,16.150,15.250,24.500,35.000,28.750
2024-09-04,13.150,12.250,14.750,14.000,16.150,15.250,24.500,36.250,28.750
2024-09-05,13.150,12.250,14.750,14.000,16.150,15.250,24.500,36.250,28.750
2024-09-06,13.150,12.250,14.750,14.000,16.150,15.250,24.500,36.250,30.000
2024-09-07,,,,,,,,,
2024-09-08,,,,,,,,,
2024-09-09,13.150,12.250,14.750,14.000,16.150,15.250,24.500,36.250,32.500
2024-09-10,13.150,12.250,14.750,14.000,16.150,15.250,24.500,36.250,32.500
2024-09-11,13.150,12.250,14.750,14.000,16.150,15.250,24.500,32.500,31.250
2024-09-12,13.150,12.250,14.750,14.000,16.150,15.250,24.500,32.500,31.250
2024-09-13,13.150,12.250,14.750,14.000,16.150,15.250,24.500,31.250,31.250
2024-09-14,,,,,,,,,
2024-09-15,,,,,,,,,
2024-09-16,,,,,,,,,
2024-09-17,13.150,12.250,14.750,14.000,16.150,15.250,24.500,31.250,35.750
2024-09-18,13.150,12.250,14.750,14.000,16.150,15.250,24.500,31.250,37.000
2024-09-19,13.150,12.250,14.750,14.000,16.150,15.250,24.500,31.250,37.000
2024-09-20,13.150,12.250,14.750,14.000,16.150,15.250,24.500,31.250,37.000
2024-09-21,,,,,,,,,
2024-09-22,,,,,,,,,
2024-09-23,13.150,12.250,14.750,14.000,16.150,15.250,24.500,31.250,33.750
2024-09-24,13.150,12.250,14.750,14.000,16.150,15.250,24.500,31.250,33.750
2024-09-25,13.150,12.250,14.750,14.000,16.150,15.250,24.500,30.000,33.750
2024-09-26,13.150,12.250,14.750,14.000,16.150,15.250,24.500,30.000,33.750
2024-09-27,13.150,12.250,14.750,14.000,16.150,15.250,24.500,30.000,33.750
2024-09-28,,,,,,,,,
2024-09-29,,,,,,,,,
2024-09-30,13.150,12.250,14.750,14.000,16.150,15.250,24.500,30.000,33.750
2024-10-01,13.150,12.250,14.750,14.000,16.150,15.250,24.500,27.500,32.500
2024-10-02,13.150,12.250,14.750,14.000,16.150,15.250,24.500,27.500,32.500
2024-10-03,13.150,12.250,14.750,14.000,16.150,15.250,24.500,27.500,32.500
2024-10-04,13.150,12.250,14.750,14.000,16.150,15.250,24.500,27.500,32.500
2024-10-05,,,,,,,,,
2024-10-06,,,,,,,,,
2024-10-07,13.150,12.250,14.750,14.000,16.150,15.250,24.500,30.000,35.000
2024-10-08,13.150,12.250,14.750,14.000,16.150,15.250,24.500,30.000,35.000
2024-10-09,13.150,12.250,14.750,14.000,16.150,15.250,24.500,30.000,35.000
2024-10-10,13.150,12.250,14.750,14.000,16.150,15.250,24.500,30.000,35.000
2024-10-11,13.150,12.250,14.750,14.000,16.150,15.250,24.500,30.000,37.500
2024-10-12,,,,,,,,,
2024-10-13,,,,,,,,,
2024-10-14,13.150,12.250,14.750,14.000,16.150,15.250,25.250,30.000,45.000
2024-10-15,13.150,12.250,14.750,14.000,16.150,15.250,25.250,30.000,45.000
2024-10-16,13.150,12.250,14.750,14.000,16.150,15.250,25.250,27.500,45.000
2024-10-17,13.150,12.250,14.750,14.000,16.150,15.250,25.250,27.500,45.000
2024-10-18,13.150,12.250,14.750,14.000,16.150,15.250,25.250,27.500,43.750
2024-10-19,,,,,,,,,
2024-10-20,,,,,,,,,
2024-10-21,13.150,12.250,14.750,14.000,16.150,15.250,25.750,27.500,45.000
2024-10-22,13.150,12.250,14.750,14.000,16.150,15.250,25.750,27.500,45.000
2024-10-23,13.150,12.250,14.750,14.000,16.150,15.250,25.750,27.500,45.000
2024-10-24,13.150,12.250,14.750,14.000,16.150,15.250,25.750,27.500,45.000
2024-10-25,13.150,12.250,14.750,14.000,16.150,15.250,25.750,27.500,42.500
2024-10-26,,,,,,,,,
2024-10-27,,,,,,,,,
2024-10-28,13.150,12.250,14.750,14.000,16.150,15.250,27.000,27.500,37.500
2024-10-29,13.150,12.250,14.750,14.000,16.150,15.250,27.000,27.500,35.500
2024-10-30,13.150,12.250,14.750,14.000,16.150,15.250,27.000,27.500,33.750
2024-10-31,13.150,12.250,14.750,14.000,16.150,15.250,27.000,27.500,33.750
2024-11-01,13.150,12.250,14.750,14.000,16.150,15.250,27.000,27.500,33.750
2024-11-02,,,,,,,,,
2024-11-03,,,,,,,,,
2024-11-04,13.150,12.250,14.750,14.000,16.150,15.250,33.500,27.500,30.500
2024-11-05,13.150,12.250,14.750,14.000,16.150,15.250,33.500,27.500,30.500
2024-11-06,13.150,12.250,14.750,14.000,16.150,15.250,33.500,27.500,30.500
2024-11-07,13.150,12.250,14.750,14.000,16.150,15.250,33.500,27.500,30.500
2024-11-08,13.150,12.250,14.750,14.000,16.150,15.250,33.500,27.500,32.500
2024-11-09,,,,,,,,,
2024-11-10,,,,,,,,,
2024-11-11,13.150,12.250,14.750,14.000,16.150,15.250,33.500,27.500,32.500
2024-11-12,13.000,12.150,14.650,13.900,16.000,15.150,38.500,27.500,37.500
2024-11-13,13.000,12.150,14.650,13.900,16.000,15.150,38.500,27.500,37.500
2024-11-14,13.000,12.150,14.650,13.900,16.000,15.150,38.500,26.250,37.500
2024-11-15,13.000,12.150,14.650,13.900,16.000,15.150,38.500,26.250,36.250
2024-11-16,,,,,,,,,
2024-11-17,,,,,,,,,
2024-11-18,13.000,12.150,14.650,13.900,16.000,15.150,39.250,25.000,35.500
2024-11-19,13.000,12.150,14.650,13.900,16.000,15.150,39.250,25.000,34.250
2024-11-20,13.000,12.150,14.650,13.900,16.000,15.150,39.250,25.000,34.250
2024-11-21,13.000,12.150,14.650,13.900,16.000,15.150,39.250,25.000,34.250
2024-11-22,13.000,12.150,14.650,13.900,16.000,15.150,39.250,25.000,32.500
2024-11-23,,,,,,,,,
2024-11-24,,,,,,,,,
2024-11-25,13.000,12.150,14.650,13.900,16.000,15.150,39.250,25.000,31.250
2024-11-26,13.000,12.150,14.650,13.900,16.000,15.150,39.250,25.000,31.250
2024-11-27,13.000,12.150,14.650,13.900,16.000,15.150,39.250,25.000,31.250
2024-11-28,13.000,12.150,14.650,13.900,16.000,15.150,39.250,27.500,26.250
2024-11-29,13.000,12.150,14.650,13.900,16.000,15.150,38.750,27.500,26.250
2024-11-30,,,,,,,,,
2024-12-01,,,,,,,,,
2024-12-02,13.000,12.150,14.650,13.900,16.000,15.150,38.750,33.750,30.000
2024-12-03,13.000,12.150,14.650,13.900,16.000,15.150,38.750,33.750,32.500
2024-12-04,13.000,12.150,14.650,13.900,16.000,15.150,38.750,33.750,32.500
2024-12-05,13.000,12.150,14.650,13.900,16.000,15.150,38.750,33.750,32.500
2024-12-06,13.000,12.150,14.650,13.900,16.000,15.150,38.750,33.750,36.250
2024-12-07,,,,,,,,,
2024-12-08,,,,,,,,,
2024-12-09,13.000,12.150,14.650,13.900,16.000,15.150,38.750,35.000,36.250
2024-12-10,13.000,12.150,14.650,13.900,16.000,15.150,38.750,35.000,36.250
2024-12-11,13.000,12.150,14.650,13.900,16.000,15.150,38.750,40.000,37.500
2024-12-12,13.000,12.150,14.650,13.900,16.000,15.150,38.750,40.000,37.500
2024-12-13,13.000,12.150,14.650,13.900,16.000,15.150,38.750,41.250,37.500
2024-12-14,,,,,,,,,
2024-12-15,,,,,,,,,
2024-12-16,13.000,12.150,14.650,13.900,16.000,15.150,38.750,42.500,41.250
2024-12-17,13.000,12.150,14.650,13.900,16.000,15.150,38.750,42.500,41.250
2024-12-18,13.000,12.150,14.650,13.900,16.000,15.150,38.750,42.500,41.250
2024-12-19,13.000,12.150,14.650,13.900,16.000,15.150,38.750,41.250,41.250
2024-12-20,13.000,12.150,14.650,13.900,16.000,15.150,38.750,41.250,41.250
2024-12-21,,,,,,,,,
2024-12-22,,,,,,,,,
2024-12-23,13.000,12.150,14.650,13.900,16.000,15.150,39.750,46.250,56.250
2024-12-24,13.000,12.150,14.650,13.900,16.000,15.150,40.000,46.250,56.250
2024-12-25,13.000,12.150,14.650,13.900,16.000,15.150,40.000,46.250,56.250
2024-12-26,13.000,12.150,14.650,13.900,16.000,15.150,40.000,46.250,56.250
2024-12-27,13.000,12.150,14.650,13.900,16.000,15.150,41.250,47.500,71.250
2024-12-28,,,,,,,,,
2024-12-29,,,,,,,,,
2024-12-30,13.000,12.150,14.650,13.900,16.000,15.150,41.250,56.250,72.500
2024-12-31,13.000,12.150,14.650,13.900,16.000,15.150,41.250,57.500,73.750
2025-01-01,13.000,12.150,14.650,13.900,16.000,15.150,41.250,57.500,73.750
2025-01-02,13.000,12.150,14.650,13.900,16.000,15.150,41.250,57.500,81.250
2025-01-03,13.000,12.150,14.650,13.900,16.000,15.150,41.250,57.500,81.250
2025-01-04,,,,,,,,,
2025-01-05,,,,,,,,,
2025-01-06,13.000,12.150,14.650,13.900,16.000,15.150,41.250,61.250,98.750
2025-01-07,13.000,12.150,14.650,13.900,16.000,15.150,41.250,61.250,98.750
2025-01-08,13.000,12.150,14.650,13.900,16.000,15.150,41.250,67.500,96.250
2025-01-09,13.000,12.150,14.650,13.900,16.000,15.150,41.250,66.250,95.000
2025-01-10,13.000,12.150,14.650,13.900,16.000,15.150,41.250,66.250,91.250
2025-01-11,,,,,,,,,
2025-01-12,,,,,,,,,
2025-01-13,13.000,12.150,14.650,13.900,16.000,15.150,41.250,66.250,90.000
2025-01-14,13.000,12.150,14.650,13.900,16.000,15.150,41.250,66.250,88.750
2025-01-15,13.000,12.150,14.650,13.900,16.000,15.150,41.250,66.250,87.500
2025-01-16,13.000,12.150,14.650,13.900,16.000,15.150,41.250,66.250,86.250
2025-01-17,13.000,12.150,14.650,13.900,16.000,15.150,41.250,66.250,81.250
2025-01-18,,,,,,,,,
2025-01-19,,,,,,,,,
2025-01-20,13.000,12.150,14.650,13.900,16.000,15.150,37.500,68.750,66.250
2025-01-21,13.000,12.150,14.650,13.900,16.000,15.150,37.500,68.750,66.250
2025-01-22,13.000,12.150,14.650,13.900,16.000,15.150,37.500,68.750,66.250
2025-01-23,13.000,12.150,14.650,13.900,16.000,15.150,37.500,68.750,66.250
2025-01-24,13.000,12.150,14.650,13.900,16.000,15.150,37.500,68.750,66.250
2025-01-25,,,,,,,,,
2025-01-26,,,,,,,,,
2025-01-27,13.000,12.150,14.650,13.900,16.000,15.150,37.500,68.750,66.250
2025-01-28,13.000,12.150,14.650,13.900,16.000,15.150,37.500,68.750,62.500
2025-01-29,13.000,12.150,14.650,13.900,16.000,15.150,37.500,68.750,62.500
2025-01-30,13.000,12.150,14.650,13.900,16.000,15.150,37.500,68.750,67.500
2025-01-31,13.000,12.150,14.650,13.900,16.000,15.150,37.500,68.750,67.500
2025-02-01,,,,,,,,,
2025-02-02,,,,,,,,,
2025-02-03,13.000,12.150,14.650,13.900,16.000,15.150,36.500,68.750,63.750
2025-02-04,13.000,12.150,14.650,13.900,16.000,15.150,35.250,68.750,63.750
2025-02-05,13.000,12.150,14.650,13.900,16.000,15.150,35.250,71.250,63.750
2025-02-06,13.000,12.150,14.650,13.900,16.000,15.150,35.250,71.250,63.750
2025-02-07,13.000,12.150,14.650,13.900,16.000,15.150,35.250,71.250,63.750
2025-02-08,,,,,,,,,
2025-02-09,,,,,,,,,
2025-02-10,13.000,12.150,14.650,13.900,16.000,15.150,33.750,75.000,60.000
2025-02-11,13.000,12.150,14.650,13.900,16.000,15.150,33.750,75.000,60.000
2025-02-12,13.000,12.150,14.650,13.900,16.000,15.150,33.750,75.000,58.750
2025-02-13,13.000,12.150,14.650,13.900,16.000,15.150,33.750,75.000,58.750
2025-02-14,13.000,12.150,14.650,13.900,16.000,15.150,34.500,75.000,57.500
2025-02-15,,,,,,,,,
2025-02-16,,,,,,,,,
2025-02-17,13.000,12.150,14.650,13.900,16.000,15.150,34.500,75.000,57.500
2025-02-18,13.000,12.150,14.650,13.900,16.000,15.150,34.500,75.000,60.000
2025-02-19,13.000,12.150,14.650,13.900,16.000,15.150,37.500,75.000,63.750
2025-02-20,13.000,12.150,14.650,13.900,16.000,15.150,34.500,70.000,66.250
2025-02-21,13.000,12.150,14.650,13.900,16.000,15.150,34.500,70.000,67.500
2025-02-22,,,,,,,,,
2025-02-23,,,,,,,,,
2025-02-24,13.000,12.150,14.650,13.900,16.000,15.150,35.750,66.250,68.750
2025-02-25,13.000,12.150,14.650,13.900,16.000,15.150,36.500,66.250,80.000
2025-02-26,13.000,12.150,14.650,13.900,16.000,15.150,36.500,66.250,83.750
2025-02-27,13.000,12.150,14.650,13.900,16.000,15.150,36.500,66.250,83.750
2025-02-28,13.000,12.150,14.650,13.900,16.000,15.150,36.500,66.250,77.500
2025-03-01,,,,,,,,,
2025-03-02,,,,,,,,,
2025-03-03,13.150,12.250,14.900,14.150,16.250,15.250,38.250,68.750,96.250
2025-03-04,13.150,12.250,14.900,14.150,16.250,15.250,38.250,68.750,92.500
